index,age,workclass,education,marital-status,occupation,race,sex,native-country,salary
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Separated,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Widowed,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Widowed,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Widowed,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Separated,*,Black,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Separated,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Separated,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-spouse-absent,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Separated,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Separated,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,Black,Male,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,Black,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-spouse-absent,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-AF-spouse,*,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-spouse-absent,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-spouse-absent,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-spouse-absent,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Separated,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Separated,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Never-married,*,White,Female,United-States,<=50K
*,"[41, 60]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,>50K
*,"[41, 60]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Married-civ-spouse,*,White,Female,United-States,>50K
*,"[61, 80]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Separated,*,White,Female,United-States,>50K
*,"[61, 80]",Federal-gov,Higher education,Divorced,*,White,Female,United-States,>50K
*,"[61, 80]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,<=50K
*,"[61, 80]",Federal-gov,Higher education,Widowed,*,White,Female,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Separated,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Widowed,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Divorced,*,White,Male,United-States,<=50K
*,"[21, 40]",Federal-gov,Higher education,Married-civ-spouse,*,White,Male,United-States,>50K
*,"[21, 40]",Federal-gov,Higher education,Never-married,*,White,Male,United-States,<=50K
