index,age,workclass,education,marital-status,occupation,race,sex,native-country,salary
*,"[21, 40]",Private,Undergraduate,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,"[21, 40]",Private,Undergraduate,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
*,"[31, 40]",Private,Bachelors,Never-married,Tech-support,White,Male,United-States,<=50K
*,*,Non-Government,Higher education,Married-civ-spouse,*,Black,*,Haiti,<=50K
*,*,Government,Higher education,Never-married,*,White,*,United-States,<=50K
*,*,Private,Undergraduate,Divorced,Adm-clerical,White,Female,United-States,<=50K
*,*,Self-emp-inc,Undergraduate,Widowed,Technical,White,*,United-States,<=50K
*,*,Local-gov,Undergraduate,Married-civ-spouse,Prof-specialty,Black,Male,United-States,>50K
*,24,Private,Some-college,Never-married,Transport-moving,White,Male,United-States,<=50K
*,"[21, 40]",Local-gov,Undergraduate,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,*,Non-Government,Higher education,Never-married,*,White,*,United-States,<=50K
*,36,Private,10th,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,*,Private,Undergraduate,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
*,*,Private,Undergraduate,Never-married,Nontechnical,White,*,United-States,<=50K
*,*,Non-Government,HS-grad,Divorced,Other,Black,Male,United-States,<=50K
*,"[21, 30]",Private,HS-grad,Never-married,Exec-managerial,Black,Male,United-States,<=50K
*,31,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K
*,*,Government,Higher education,Separated,*,Black,*,United-States,<=50K
*,*,Local-gov,Graduate,Widowed,Technical,White,*,United-States,<=50K
*,*,State-gov,Undergraduate,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
*,*,Private,Undergraduate,Married-civ-spouse,Sales,White,Male,United-States,<=50K
*,"[21, 40]",Private,High School,Never-married,Other-service,White,Male,Mexico,<=50K
*,"[41, 60]",Private,Primary School,Separated,Machine-op-inspct,White,Male,United-States,<=50K
*,*,State-gov,High School,Married-civ-spouse,Other,White,*,United-States,<=50K
*,*,Private,*,Married-civ-spouse,*,*,*,*,<=50K
*,*,Private,Undergraduate,Never-married,Adm-clerical,White,Female,United-States,<=50K
*,*,Non-Government,Higher education,Never-married,*,White,*,United-States,<=50K
*,"[21, 40]",Private,High School,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
*,22,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
*,*,Private,Undergraduate,Divorced,Adm-clerical,White,Female,United-States,<=50K
*,32,Private,Some-college,Never-married,Craft-repair,White,Male,United-States,<=50K
*,32,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
*,"[41, 60]",Private,Undergraduate,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
*,"[21, 40]",Private,High School,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
*,*,Non-Government,Secondary education,Widowed,*,White,*,England,<=50K
*,*,Non-Government,Higher education,Married-spouse-absent,*,White,*,United-States,<=50K
*,*,Private,Undergraduate,Never-married,Other-service,White,Male,El-Salvador,<=50K
*,31,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
*,*,Private,Undergraduate,Divorced,Exec-managerial,White,Female,United-States,<=50K
*,"[31, 40]",Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
*,*,Government,Assoc-voc,Married-civ-spouse,Technical,White,Male,United-States,>50K
*,*,Non-Government,Higher education,Married-civ-spouse,*,White,*,United-States,>50K
*,*,Non-Government,Higher education,Married-spouse-absent,*,White,*,United-States,>50K
*,*,Private,Professional Education,Divorced,Technical,White,*,United-States,<=50K
*,*,Private,High School,Never-married,Farming-fishing,Black,Male,United-States,<=50K
*,*,Private,High School,Separated,Machine-op-inspct,Black,Male,United-States,<=50K
*,"[21, 40]",Private,Professional Education,Never-married,Tech-support,White,Male,United-States,<=50K
*,"[21, 30]",Federal-gov,Some-college,Never-married,Craft-repair,White,Male,United-States,<=50K
*,30,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,<=50K
*,*,Non-Government,Higher education,Divorced,*,White,*,United-States,<=50K
*,39,Private,HS-grad,Never-married,Machine-op-inspct,White,Male,United-States,<=50K
*,*,Non-Government,Higher education,Married-civ-spouse,*,White,*,United-States,<=50K
*,"[41, 50]",Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
*,*,Non-Government,HS-grad,Separated,Nontechnical,White,Female,United-States,<=50K
*,"[21, 40]",Private,High School,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
*,*,Private,Undergraduate,Never-married,Nontechnical,White,*,United-States,<=50K
*,"[31, 40]",Private,7th-8th,Married-civ-spouse,Other-service,White,Male,Mexico,<=50K
*,*,Government,Higher education,Never-married,*,Amer-Indian-Eskimo,*,United-States,<=50K
*,*,Private,Undergraduate,Widowed,Exec-managerial,White,Female,United-States,<=50K
*,*,Private,Undergraduate,Divorced,Adm-clerical,White,Female,United-States,<=50K
*,"[21, 40]",State-gov,Undergraduate,Never-married,Protective-serv,Black,Male,United-States,<=50K
*,*,Government,HS-grad,Married-spouse-absent,Other,Black,Male,United-States,<=50K
*,*,Private,Professional Education,Separated,Nontechnical,White,*,United-States,<=50K
*,*,Private,High School,Never-married,Transport-moving,White,Male,United-States,<=50K
*,*,State-gov,High School,Married-civ-spouse,Other,White,*,United-States,<=50K
*,31,Local-gov,Bachelors,Never-married,Protective-serv,Black,Male,United-States,<=50K
*,*,Private,Undergraduate,Divorced,Technical,White,*,United-States,<=50K
*,36,Private,HS-grad,Married-civ-spouse,Other-service,White,Male,United-States,>50K
*,*,Private,Professional Education,Divorced,Technical,White,*,United-States,<=50K
*,*,Federal-gov,High School,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
*,*,Government,Assoc-acdm,Married-civ-spouse,Other,Asian-Pac-Islander,Male,Philippines,<=50K
*,52,Private,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,<=50K
*,*,Private,Undergraduate,Divorced,Adm-clerical,White,Female,United-States,<=50K
*,*,Private,Undergraduate,Never-married,Adm-clerical,White,Female,United-States,>50K
*,*,Local-gov,Undergraduate,Never-married,Technical,White,*,United-States,<=50K
*,"[61, 70]",Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
*,*,Private,High School,Never-married,Craft-repair,White,Male,United-States,<=50K
*,*,Non-Government,Higher education,Married-civ-spouse,*,White,*,Iran,<=50K
*,*,Government,Secondary education,Married-civ-spouse,*,White,*,United-States,>50K
*,*,Non-Government,Higher education,Never-married,*,White,*,United-States,<=50K
*,*,Non-Government,Bachelors,Never-married,Technical,Black,Male,United-States,<=50K
*,*,Local-gov,*,Widowed,*,*,*,*,<=50K
*,42,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
*,43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
*,20,Private,Some-college,Never-married,Sales,Black,Male,United-States,<=50K
*,*,Private,Undergraduate,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
*,"[31, 40]",Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,*,Private,Undergraduate,Never-married,Sales,Black,Male,United-States,<=50K
*,*,Non-Government,Higher education,Never-married,*,Other,*,United-States,<=50K
*,33,Self-emp-not-inc,Some-college,Never-married,Craft-repair,White,Male,United-States,<=50K
*,*,Non-Government,Higher education,Never-married,*,White,*,India,<=50K
*,36,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,<=50K
*,50,Private,HS-grad,Divorced,Other-service,White,Male,United-States,<=50K
*,33,State-gov,Bachelors,Never-married,Prof-specialty,White,Male,United-States,<=50K
*,41,Private,Some-college,Never-married,Craft-repair,Black,Male,United-States,<=50K
*,30,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
*,27,Private,Some-college,Never-married,Exec-managerial,White,Female,United-States,<=50K
*,*,Non-Government,Bachelors,Never-married,Nontechnical,White,Female,United-States,<=50K
*,30,Self-emp-not-inc,HS-grad,Never-married,Sales,White,Male,United-States,<=50K
*,"[31, 40]",Private,Assoc-acdm,Divorced,Sales,White,Male,United-States,>50K
*,"[41, 50]",Federal-gov,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
*,26,Private,10th,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
*,"[21, 40]",Self-emp-not-inc,Undergraduate,Married-spouse-absent,Craft-repair,White,Male,United-States,>50K
*,44,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
*,*,Non-Government,Secondary education,Never-married,*,White,*,United-States,<=50K
*,"[21, 40]",Private,Professional Education,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
*,"[21, 40]",Private,Undergraduate,Married-civ-spouse,Sales,White,Male,United-States,<=50K
*,"[41, 60]",Self-emp-not-inc,High School,Widowed,Other-service,Black,Female,United-States,<=50K
*,*,Non-Government,HS-grad,Separated,Other,White,Female,United-States,<=50K
*,34,Local-gov,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,*,Non-Government,Secondary education,Married-civ-spouse,*,White,*,United-States,<=50K
*,34,Private,HS-grad,Divorced,Craft-repair,White,Male,United-States,<=50K
*,*,Non-Government,HS-grad,Never-married,Other,White,Female,United-States,<=50K
*,*,Private,Undergraduate,Married-civ-spouse,Sales,White,Male,United-States,>50K
*,*,Private,High School,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,*,Private,*,Never-married,*,*,*,*,<=50K
*,"[31, 40]",State-gov,Some-college,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
*,*,Private,High School,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
*,34,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
*,27,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
*,*,Private,Professional Education,Never-married,Technical,White,*,United-States,>50K
*,*,Local-gov,High School,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
*,*,Non-Government,Higher education,Never-married,*,White,*,United-States,<=50K
*,49,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
*,*,Government,Secondary education,Married-civ-spouse,*,White,*,United-States,<=50K
*,*,Private,High School,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
*,*,Self-emp-not-inc,Undergraduate,Married-civ-spouse,Technical,White,*,United-States,>50K
*,*,Private,High School,Never-married,Adm-clerical,White,Female,United-States,<=50K
*,31,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
*,*,Self-emp-not-inc,High School,Married-civ-spouse,Other,White,*,United-States,<=50K
*,*,Private,*,Never-married,*,*,*,*,<=50K
*,"[21, 40]",State-gov,Professional Education,Never-married,Prof-specialty,White,Female,United-States,<=50K
*,*,Non-Government,Secondary education,Never-married,*,White,*,United-States,<=50K
*,31,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,>50K
*,35,Private,Some-college,Married-civ-spouse,Sales,White,Male,United-States,<=50K
*,*,Private,High School,Divorced,Adm-clerical,White,Female,United-States,<=50K
*,*,Non-Government,HS-grad,Divorced,Other,White,Female,United-States,<=50K
*,*,Private,Undergraduate,Divorced,Adm-clerical,White,Female,United-States,<=50K
*,"[21, 40]",Private,Undergraduate,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
*,39,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
*,41,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
*,51,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,*,Non-Government,Assoc-acdm,Never-married,Other,White,Male,United-States,<=50K
*,*,Private,Undergraduate,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
*,*,Non-Government,Secondary education,Divorced,*,White,*,United-States,<=50K
*,50,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
*,27,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K
*,*,Private,High School,Married-civ-spouse,Sales,White,Male,United-States,<=50K
*,*,Private,*,Separated,*,*,*,*,<=50K
*,*,Private,Undergraduate,Never-married,Technical,White,*,United-States,<=50K
*,*,Private,*,Never-married,*,*,*,*,<=50K
*,*,Non-Government,Higher education,Never-married,*,White,*,Nicaragua,<=50K
*,"[41, 60]",Private,High School,Married-civ-spouse,Farming-fishing,White,Male,United-States,>50K
*,"[21, 40]",Private,Undergraduate,Never-married,Machine-op-inspct,Black,Male,United-States,<=50K
*,23,Private,HS-grad,Divorced,Craft-repair,White,Male,United-States,<=50K
*,*,Private,High School,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
*,*,Non-Government,Higher education,Never-married,*,White,*,Cuba,<=50K
*,"[41, 50]",Private,HS-grad,Divorced,Protective-serv,White,Male,United-States,<=50K
*,33,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
*,*,Private,Undergraduate,Married-civ-spouse,Nontechnical,White,*,United-States,>50K
*,*,Private,High School,Widowed,Adm-clerical,White,Female,United-States,<=50K
*,37,Private,HS-grad,Divorced,Craft-repair,White,Male,United-States,<=50K
*,*,Private,High School,Married-civ-spouse,Machine-op-inspct,Black,Male,United-States,<=50K
*,*,Non-Government,5th-6th,Married-spouse-absent,Nontechnical,White,Male,United-States,<=50K
*,"[31, 40]",Private,Bachelors,Divorced,Craft-repair,White,Male,United-States,>50K
*,25,Private,Some-college,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
*,24,Private,HS-grad,Never-married,Sales,White,Female,United-States,<=50K
*,*,Private,High School,Divorced,Craft-repair,White,Male,United-States,<=50K
*,25,Private,Some-college,Never-married,Sales,White,Male,United-States,<=50K
*,"[31, 40]",Private,Some-college,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
*,"[51, 60]",Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
*,"[21, 40]",Private,Undergraduate,Married-civ-spouse,Sales,White,Male,United-States,>50K
*,*,Government,Some-college,Never-married,Other,White,Female,United-States,<=50K
*,*,Private,Professional Education,Married-civ-spouse,Technical,White,*,United-States,>50K
*,38,Private,Some-college,Divorced,Transport-moving,Black,Male,United-States,<=50K
*,40,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
*,*,Self-emp-not-inc,Undergraduate,Married-civ-spouse,Nontechnical,White,*,United-States,>50K
*,*,Private,Undergraduate,Never-married,Technical,Asian-Pac-Islander,*,Philippines,<=50K
*,40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,*,Non-Government,Higher education,Married-civ-spouse,*,White,*,United-States,>50K
*,*,State-gov,*,Divorced,*,*,*,*,<=50K
*,*,Non-Government,Secondary education,Never-married,*,White,*,United-States,<=50K
*,*,Private,Undergraduate,Married-civ-spouse,Technical,White,*,United-States,>50K
*,*,Government,Higher education,Never-married,*,Amer-Indian-Eskimo,*,United-States,<=50K
*,24,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,*,Private,High School,Never-married,Adm-clerical,White,Male,United-States,<=50K
*,46,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
*,"[41, 50]",Self-emp-not-inc,HS-grad,Divorced,Prof-specialty,White,Male,United-States,<=50K
*,35,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
*,36,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
*,24,Private,11th,Never-married,Craft-repair,White,Male,United-States,<=50K
*,"[21, 40]",Private,Undergraduate,Never-married,Sales,White,Male,United-States,<=50K
*,*,Private,*,Never-married,*,*,*,*,<=50K
*,*,Non-Government,HS-grad,Never-married,Other,White,Female,United-States,<=50K
*,*,Non-Government,Higher education,Married-civ-spouse,*,White,*,United-States,>50K
*,*,Non-Government,Higher education,Never-married,*,White,*,United-States,<=50K
*,27,Private,Some-college,Married-civ-spouse,Adm-clerical,Black,Female,United-States,<=50K
*,24,Private,HS-grad,Divorced,Sales,White,Female,United-States,<=50K
*,*,Self-emp-not-inc,Undergraduate,Never-married,Technical,White,*,United-States,<=50K
*,"[31, 40]",Private,Assoc-voc,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
*,*,Private,Undergraduate,Never-married,Prof-specialty,White,Female,United-States,<=50K
*,"[41, 50]",Private,11th,Never-married,Transport-moving,Black,Male,United-States,<=50K
*,*,Private,Undergraduate,Never-married,Technical,White,*,United-States,<=50K
*,*,Government,9th,Divorced,Other,Black,Male,United-States,<=50K
*,*,Private,Undergraduate,Never-married,Craft-repair,White,Male,United-States,<=50K
*,*,Private,High School,Never-married,Sales,White,Male,United-States,<=50K
*,*,Local-gov,High School,Never-married,Farming-fishing,White,Male,United-States,<=50K
*,*,Non-Government,Bachelors,Never-married,Nontechnical,White,Female,United-States,<=50K
*,*,Non-Government,HS-grad,Married-civ-spouse,Nontechnical,White,Male,United-States,<=50K
*,*,Non-Government,Bachelors,Married-civ-spouse,Nontechnical,White,Female,United-States,>50K
*,*,Self-emp-not-inc,Undergraduate,Never-married,Nontechnical,Black,*,United-States,>50K
*,*,Private,Undergraduate,Divorced,Exec-managerial,White,Female,United-States,<=50K
*,"[41, 50]",Self-emp-not-inc,Some-college,Married-civ-spouse,Other-service,White,Male,United-States,>50K
*,52,Self-emp-not-inc,HS-grad,Divorced,Transport-moving,White,Male,United-States,<=50K
*,*,Non-Government,HS-grad,Married-civ-spouse,Other,Asian-Pac-Islander,Male,Philippines,<=50K
*,*,Government,Higher education,Married-civ-spouse,*,White,*,United-States,<=50K
*,*,Private,High School,Never-married,Technical,White,*,United-States,<=50K
*,*,Non-Government,HS-grad,Widowed,Other,Black,Female,United-States,<=50K
*,"[31, 40]",Private,HS-grad,Married-civ-spouse,Craft-repair,Black,Male,United-States,<=50K
*,38,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,<=50K
*,26,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
*,*,Private,Undergraduate,Married-civ-spouse,Technical,White,*,United-States,>50K
*,"[41, 60]",Local-gov,Undergraduate,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
*,"[31, 40]",Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Female,United-States,<=50K
*,*,Non-Government,HS-grad,Divorced,Other,White,Female,United-States,<=50K
*,"[41, 50]",Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,United-States,<=50K
*,*,Government,Some-college,Divorced,Other,White,Female,United-States,<=50K
*,*,Private,*,Never-married,*,*,*,*,<=50K
*,40,Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
*,*,Private,High School,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
*,*,Non-Government,Higher education,Married-civ-spouse,*,White,*,Germany,>50K
*,*,State-gov,Graduate,Never-married,Prof-specialty,White,Female,United-States,<=50K
*,*,Private,Undergraduate,Never-married,Transport-moving,White,Male,United-States,<=50K
*,*,Non-Government,Higher education,Married-civ-spouse,*,White,*,United-States,>50K
*,30,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,20,Private,Some-college,Never-married,Sales,Black,Male,United-States,<=50K
*,*,Government,Higher education,Married-civ-spouse,*,White,*,Mexico,<=50K
*,*,Non-Government,Higher education,Married-civ-spouse,*,White,*,United-States,>50K
*,*,Private,Professional Education,Divorced,Prof-specialty,Black,Male,United-States,<=50K
*,"[21, 40]",Self-emp-not-inc,Undergraduate,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
*,62,Private,Some-college,Widowed,Adm-clerical,White,Female,United-States,<=50K
*,*,Non-Government,Secondary education,Never-married,*,White,*,United-States,<=50K
*,"[21, 30]",Private,10th,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
*,"[41, 50]",Self-emp-not-inc,HS-grad,Divorced,Other-service,White,Male,United-States,<=50K
*,"[41, 50]",Private,Assoc-voc,Widowed,Exec-managerial,White,Female,United-States,<=50K
*,30,Private,HS-grad,Married-AF-spouse,Adm-clerical,White,Male,United-States,<=50K
*,42,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
*,*,Private,Undergraduate,Married-civ-spouse,Nontechnical,Asian-Pac-Islander,*,China,>50K
*,*,Local-gov,*,Divorced,*,*,*,*,<=50K
*,"[61, 80]",Private,High School,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
*,*,Government,Some-college,Never-married,Other,Black,Male,United-States,<=50K
*,"[41, 60]",State-gov,Undergraduate,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
*,*,Private,Professional Education,Widowed,Technical,White,*,United-States,>50K
*,28,Private,HS-grad,Never-married,Adm-clerical,White,Female,United-States,<=50K
*,*,Non-Government,Higher education,Never-married,*,White,*,United-States,<=50K
*,"[31, 40]",Private,Some-college,Divorced,Adm-clerical,White,Female,United-States,<=50K
*,"[21, 40]",Private,High School,Married-spouse-absent,Transport-moving,White,Male,Mexico,<=50K
*,*,Self-emp-not-inc,High School,Married-civ-spouse,Farming-fishing,White,Male,United-States,<=50K
*,29,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
*,*,Private,*,Never-married,*,*,*,*,<=50K
*,*,Non-Government,Higher education,Never-married,*,White,*,Columbia,<=50K
*,40,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,29,Private,HS-grad,Divorced,Sales,White,Female,United-States,<=50K
*,*,Non-Government,Secondary education,Divorced,*,White,*,United-States,<=50K
*,"[41, 60]",Local-gov,Undergraduate,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K
*,*,Federal-gov,Undergraduate,Married-spouse-absent,Nontechnical,White,*,United-States,>50K
*,*,Private,Undergraduate,Never-married,Nontechnical,White,*,United-States,<=50K
*,*,Non-Government,HS-grad,Widowed,Nontechnical,White,Female,United-States,<=50K
*,36,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,>50K
*,26,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
*,"[31, 40]",Private,12th,Never-married,Sales,White,Male,United-States,<=50K
