index,age,workclass,education,marital-status,occupation,race,sex,native-country,salary
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[41, 60]",Government,*,*,Nontechnical,White,Male,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[21, 40]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
*,"[41, 60]",Government,*,*,Other,White,Female,United-States,*
